,Reaction_ID,Se_axen_d4_1,Se_axen_d4_2,Se_axen_d4_3,Se_axen_d6_1,Se_axen_d6_2,Se_axen_d6_3,Se_axen_d8_1,Se_axen_d8_2,Se_axen_d8_3
DMPPS_syn: h2mb4p_c + h_c + nadph_c --> dmpp_c + h2o_c + nadp_c,DMPPS_syn,14223.0,15699.0,12840.0,14544.0,13647.0,12831.0,7010.0,11494.0,11778.0
ANS2: chor_c + nh4_c --> anth_c + h2o_c + h_c + pyr_c,ANS2,10293.0,11526.0,9190.0,11228.0,9684.0,9600.0,6330.0,8866.0,8918.0
3OAS160: h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c,3OAS160,35729.0,39927.0,34178.0,31131.0,31799.0,31333.0,19371.0,26237.0,21407.0
ACHBSb: 2ahethmpp_c + 2obut_c --> 2ahbut_c + thmpp_c,ACHBSb,11343.0,12675.0,11333.0,14149.0,10752.0,11345.0,8760.0,9664.0,11162.0
PC20M: amet_c + dscl_c --> ahcys_c + h_c + pre3a_c,PC20M,2158.0,2082.0,1860.0,1918.0,1678.0,1872.0,1136.0,1174.0,1097.0
ADSS: asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c,ADSS,16045.0,19653.0,14278.0,14969.0,17047.0,17441.0,9532.0,13940.0,11112.0
THRPDC: h_c + thrp_c --> applp_c + co2_c,THRPDC,1424.0,1626.0,1323.0,1502.0,1337.0,1664.0,812.0,1052.0,1172.0
MPOMOR_1: h_c + nadph_c + o2_c + omppp9_c --> dvpchlda_c + 2.0 h2o_c + nadp_c,MPOMOR_1,85879.0,89608.0,80160.0,76818.0,71270.0,80046.0,66095.0,58725.0,50418.0
EX_cynt_e: cynt_e --> ,EX_cynt_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPPMIa: 3c2hmp_c <-- 2ippm_c + h2o_c,IPPMIa,7070.0,7588.0,7036.0,7388.0,5953.0,5825.0,3980.0,4750.0,5822.0
SPMS: ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c,SPMS,3724.0,4090.0,3108.0,4180.0,3334.0,2788.0,2120.0,2904.0,3199.0
EX_h_e: h_e <=> ,EX_h_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPNT: h2o_c + pap_c --> amp_c + pi_c,BPNT,8126.0,9260.0,7201.0,9664.0,8711.0,8062.0,4027.0,7905.0,8363.0
ICDHyr: icit_c + nadp_c --> akg_c + co2_c + nadph_c,ICDHyr,22592.0,24038.0,20236.0,20438.0,19268.0,20643.0,11023.0,13397.0,12301.0
TMDS3: dump_c + h_c + mlthf_c + nadph_c --> dtmp_c + nadp_c + thf_c,TMDS3,8274.0,8868.0,8394.0,10062.0,7543.0,8634.0,5265.0,5024.0,5548.0
GLYOX_1: lgt__S_c <=> gthrd_c + mthgxl_c,GLYOX_1,10761.0,11215.0,10539.0,11733.0,9311.0,10302.0,7966.0,8849.0,9256.0
MTRI: 5mdr1p_c <=> 5mdru1p_c,MTRI,1758.0,2208.0,1664.0,1972.0,1946.0,1774.0,780.0,1268.0,1368.0
CTPS2: atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,CTPS2,9470.0,10974.0,8409.0,9034.0,9466.0,9445.0,4582.0,7558.0,6488.0
FE3tex: fe3_e <=> fe3_p,FE3tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTHS: atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c,GTHS,7494.0,8294.0,6406.0,8070.0,6654.0,6067.0,3762.0,5785.0,6654.0
AHSERL2_1: achms_c + h2s_c --> ac_c + hcys__L_c,AHSERL2_1,24756.0,25166.0,25756.0,24742.0,21718.0,25393.0,16040.0,13605.0,12253.0
PEPC: hco3_c + pep_c --> oaa_c + pi_c,PEPC,79808.0,76430.0,70966.0,86227.0,66024.0,75053.0,36588.0,48212.0,46779.0
CHORM: chor_c <=> pphn_c,CHORM,7784.0,7940.0,6900.0,8064.0,6717.0,7337.0,4748.0,4705.0,4983.0
NTRARf2: 2.0 fdxrd_c + 2.0 h_c + no3_c --> 2.0 fdxox_c + h2o_c + no2_c,NTRARf2,4002.0,4480.0,3958.0,3675.0,3051.0,3714.0,2040.0,2210.0,2605.0
FE2tex: fe2_e <=> fe2_p,FE2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6PDA: gam6p_c + h2o_c --> f6p_c + nh4_c,G6PDA,1374.0,1418.0,1122.0,1208.0,1186.0,1058.0,660.0,910.0,802.0
MPML: atp_c + h2o_c + mg2_c + ppp9_c --> adp_c + 3.0 h_c + mppp9_c + pi_c,MPML,5998.0,7573.0,5653.0,5680.0,5829.0,5314.0,3502.0,4646.0,4244.0
Nat_Kpp: k_p + na1_c --> k_c + na1_p,Nat_Kpp,3314.0,2939.0,2801.0,2695.0,2325.0,2540.0,1506.0,1718.0,1772.0
PDH: coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c,PDH,14523.0,15136.0,13278.0,12056.0,11500.0,12959.0,7643.0,8641.0,7221.0
TPI: dhap_c <=> g3p_c,TPI,3441.0,3800.0,3038.0,3545.0,2850.0,3170.0,1971.0,2318.0,2285.0
E4PD: e4p_c + h2o_c + nad_c --> 4per_c + 2.0 h_c + nadh_c,E4PD,73453.0,77453.0,81054.0,92738.0,73850.0,98844.0,41765.0,54500.0,57163.0
GAPD: g3p_c + nad_c + pi_c --> 13dpg_c + h_c + nadh_c,GAPD,73453.0,77453.0,81054.0,92738.0,73850.0,98844.0,41765.0,54500.0,57163.0
CPPPGO: cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,CPPPGO,18543.0,19045.0,18197.0,14960.0,12315.0,13809.0,13568.0,8775.0,10193.0
PRMICI: prfp_c --> prlp_c,PRMICI,9623.0,10709.0,9296.0,9519.0,8270.0,7667.0,5169.0,6440.0,7426.0
CAT: 2.0 h2o2_c --> 2.0 h2o_c + o2_c,CAT,25969.0,24229.0,28923.0,25281.0,21336.0,25189.0,27145.0,15481.0,14830.0
GLUR: glu__D_c <=> glu__L_c,GLUR,2976.0,3256.0,2494.0,3090.0,2968.0,2912.0,1692.0,2134.0,1977.0
OCBT: cbp_c + orn_c <=> citr__L_c + h_c + pi_c,OCBT,3010.0,3864.0,2735.0,3248.0,3678.0,3672.0,1682.0,3056.0,2323.0
NI2tex: ni2_e <=> ni2_p,NI2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLGC: atp_c + g1p_c + h_c --> adpglc_c + ppi_c,GLGC,50957.0,49136.0,41221.0,52659.0,43986.0,46796.0,25472.0,35370.0,29022.0
PYK: adp_c + h_c + pep_c --> atp_c + pyr_c,PYK,27496.0,29555.0,28382.0,27833.0,23945.0,28806.0,15335.0,16647.0,16568.0
CA2t2pp: ca2_c --> ca2_p,CA2t2pp,5221.0,5572.0,4427.0,4191.0,4359.0,3850.0,2370.0,3054.0,2543.0
ALAR: ala__L_c <=> ala__D_c,ALAR,8482.0,8714.0,8663.0,10194.0,7231.0,8958.0,4250.0,5236.0,6364.0
SULR_2: 6.0 fdxrd_c + 7.0 h_c + so3_c --> 6.0 fdxox_c + 3.0 h2o_c + h2s_c,SULR_2,13526.0,14680.0,13658.0,12128.0,11904.0,12425.0,5524.0,7711.0,8428.0
ADCS: chor_c + gln__L_c --> 4adcho_c + glu__L_c,ADCS,2346.0,2768.0,2310.0,2742.0,2522.0,2452.0,1152.0,2266.0,2300.0
UGMDDS: alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,UGMDDS,5763.0,6189.0,5753.0,5511.0,4885.0,5710.0,3236.0,3742.0,4348.0
GLCDBRAN3: glycogen_c + h2o_c --> 14glucan_c + glc__D_c,GLCDBRAN3,9504.0,9631.0,9401.0,8634.0,7427.0,7778.0,4985.0,4938.0,6087.0
IG3PS: gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c,IG3PS,2677.0,3282.0,2508.0,3348.0,2697.0,2412.0,1922.0,2296.0,2502.0
RPI: r5p_c <=> ru5p__D_c,RPI,1374.0,1870.0,1378.0,1223.0,1443.0,1170.0,790.0,1064.0,912.0
NAt3pp: h_p + na1_c <=> h_c + na1_p,NAt3pp,63433.0,67298.0,59259.0,61936.0,53731.0,57136.0,36100.0,41301.0,41915.0
MNtex: mn2_e <=> mn2_p,MNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLYCLTDx: glx_c + h_c + nadh_c <-- glyclt_c + nad_c,GLYCLTDx,9755.0,10855.0,9081.0,9518.0,8902.0,8554.0,5253.0,6698.0,6465.0
FMNRy_1: fmn_c + 2.0 h_c + nadph_c --> fmnh2_c + nadp_c,FMNRy_1,3046.0,3094.0,2781.0,2680.0,2615.0,2332.0,1412.0,2004.0,2315.0
GHMT2r: ser__L_c + thf_c <=> gly_c + h2o_c + mlthf_c,GHMT2r,38617.0,44875.0,37803.0,42646.0,42308.0,44979.0,21869.0,38300.0,33419.0
COBALT2tex: cobalt2_e <=> cobalt2_p,COBALT2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGPP_OLE_PALM: h2o_c + pgp1819Z160_c --> pg1819Z160_c + pi_c,PGPP_OLE_PALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CU2tex: cu2_e <=> cu2_p,CU2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEOHtrpp: meoh_p <=> meoh_c,MEOHtrpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEOHtex: meoh_e <=> meoh_p,MEOHtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2Otcx: h2o_c <=> h2o_cx,H2Otcx,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zn2tex: zn2_e <=> zn2_p,Zn2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon410_e: photon410_e <=> ,EX_photon410_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon430_e: photon430_e <=> ,EX_photon430_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon450_e: photon450_e <=> ,EX_photon450_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon470_e: photon470_e <=> ,EX_photon470_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon490_e: photon490_e <=> ,EX_photon490_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon510_e: photon510_e <=> ,EX_photon510_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM_amob_c: amob_c --> ,DM_amob_c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADNK1: adn_c + atp_c --> adp_c + amp_c + h_c,ADNK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPMEACPD: hpmeACP_c --> epmeACP_c + h2o_c,OPMEACPD,1636.0,1826.0,1332.0,1591.0,1476.0,999.0,711.0,1132.0,1436.0
OPMEACPR: h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c,OPMEACPR,2234.0,2534.0,2060.0,1930.0,1828.0,1535.0,1104.0,1304.0,1319.0
EX_photon530_e: photon530_e <=> ,EX_photon530_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon550_e: photon550_e <=> ,EX_photon550_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPP: h2o_c + suc6p_c --> pi_c + sucr_c,SPP,19067.0,21066.0,17864.0,22594.0,20297.0,19446.0,11925.0,18905.0,15347.0
SPMDtex: spmd_e <=> spmd_p,SPMDtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT160: 1hdecg3p_c + palmACP_c --> ACP_c + pa160_c,AGPAT160,1613.0,1814.0,1390.0,1644.0,1558.0,1418.0,876.0,1286.0,1103.0
EX_photon570_e: photon570_e <=> ,EX_photon570_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon590_e: photon590_e <=> ,EX_photon590_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon610_e: photon610_e <=> ,EX_photon610_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPATACP_HDE_PALM: 1hdec9eg3p_c + palmACP_c --> ACP_c + pa1619Z160_c,AGPATACP_HDE_PALM,1613.0,1814.0,1390.0,1644.0,1558.0,1418.0,876.0,1286.0,1103.0
LEUtex: leu__L_e <=> leu__L_p,LEUtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTS6: amet_c + cys__L_c + dtbt_c --> ala__L_c + btn_c + dad_5_c + h_c + met__L_c,BTS6,20428.0,20486.0,18914.0,18728.0,15669.0,18098.0,12055.0,10210.0,11160.0
QUERT: preq1_c --> preqtrna_c,QUERT,1832.0,2138.0,1641.0,1979.0,1996.0,1596.0,892.0,1568.0,1598.0
EX_photon630_e: photon630_e <=> ,EX_photon630_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon650_e: photon650_e <=> ,EX_photon650_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon670_e: photon670_e <=> ,EX_photon670_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EX_photon690_e: photon690_e <=> ,EX_photon690_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PMEACPE: h2o_c + pmeACP_c --> meoh_c + pimACP_c,PMEACPE,372.0,412.0,330.0,310.0,330.0,296.0,156.0,310.0,294.0
G3PAT160: glyc3p_c + palmACP_c --> 1hdecg3p_c + ACP_c,G3PAT160,3819.0,4124.0,3492.0,3450.0,2976.0,2956.0,2344.0,2122.0,2062.0
GLUDGE_HDE_HDE: glcdg161_c --> mgdg161_c,GLUDGE_HDE_HDE,23632.0,23603.0,20489.0,21157.0,18879.0,20055.0,9790.0,12736.0,11528.0
G3PAT161: glyc3p_c + hdeACP_c --> 1hdec9eg3p_c + ACP_c,G3PAT161,3819.0,4124.0,3492.0,3450.0,2976.0,2956.0,2344.0,2122.0,2062.0
HCO3tex: hco3_e <=> hco3_p,HCO3tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G3PAT1819Z_1: glyc3p_c + octe9ACP_c --> 1odec9eg3p_c + ACP_c,G3PAT1819Z_1,3819.0,4124.0,3492.0,3450.0,2976.0,2956.0,2344.0,2122.0,2062.0
EPMEACPR: epmeACP_c + h_c + nadph_c --> nadp_c + pmeACP_c,EPMEACPR,3429.0,3898.0,2942.0,2835.0,3064.0,2580.0,2068.0,2088.0,1642.0
GLUDGE_OLE_HDE: glcdg1819Z1619Z_c --> mgdg1819Z1619Z_c,GLUDGE_OLE_HDE,23632.0,23603.0,20489.0,21157.0,18879.0,20055.0,9790.0,12736.0,11528.0
GLUDGE_OLE_PALM: glcdg1819Z160_c --> mgdg1819Z160_c,GLUDGE_OLE_PALM,23632.0,23603.0,20489.0,21157.0,18879.0,20055.0,9790.0,12736.0,11528.0
GLUDGE_HDE_PALM: glcdg1619Z160_c --> mgdg1619Z160_c,GLUDGE_HDE_PALM,23632.0,23603.0,20489.0,21157.0,18879.0,20055.0,9790.0,12736.0,11528.0
GLNtex: gln__L_e <=> gln__L_p,GLNtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGPAT161: 1hdec9eg3p_c + hdeACP_c --> ACP_c + pa161_c,AGPAT161,1613.0,1814.0,1390.0,1644.0,1558.0,1418.0,876.0,1286.0,1103.0
AGPATACP_OLE_HDE: 1odec9eg3p_c + hdeACP_c --> ACP_c + pa1819Z1619Z_c,AGPATACP_OLE_HDE,1613.0,1814.0,1390.0,1644.0,1558.0,1418.0,876.0,1286.0,1103.0
AGPATACP_OLE_PALM: 1odec9eg3p_c + palmACP_c --> ACP_c + pa1819Z160_c,AGPATACP_OLE_PALM,1613.0,1814.0,1390.0,1644.0,1558.0,1418.0,876.0,1286.0,1103.0
GLUDGS_OLE_HDE: 12dgr1819Z1619Z_c + udpg_c --> glcdg1819Z1619Z_c + h_c + udp_c,GLUDGS_OLE_HDE,12598.0,12579.0,9240.0,10995.0,10972.0,10468.0,5498.0,8302.0,6562.0
CYNTtex: cynt_e <=> cynt_p,CYNTtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUDGS_OLE_PALM: 12dgr1819Z160_c + udpg_c --> glcdg1819Z160_c + h_c + udp_c,GLUDGS_OLE_PALM,12598.0,12579.0,9240.0,10995.0,10972.0,10468.0,5498.0,8302.0,6562.0
GLUDGS_HDE_PALM: 12dgr1619Z160_c + udpg_c --> glcdg1619Z160_c + h_c + udp_c,GLUDGS_HDE_PALM,12598.0,12579.0,9240.0,10995.0,10972.0,10468.0,5498.0,8302.0,6562.0
ARGtex: arg__L_e <=> arg__L_p,ARGtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUDGS_HDE_HDE: 12dgr161_c + udpg_c --> glcdg161_c + h_c + udp_c,GLUDGS_HDE_HDE,12598.0,12579.0,9240.0,10995.0,10972.0,10468.0,5498.0,8302.0,6562.0
TYRTRS: atp_c + trnatyr_c + tyr__L_c --> amp_c + ppi_c + tyrtrna_c,TYRTRS,4782.0,4907.0,3763.0,3710.0,3975.0,3342.0,1797.0,2808.0,2640.0
DAGK160: 12dgr160_c + atp_c --> adp_c + h_c + pa160_c,DAGK160,8090.0,8870.0,7496.0,7537.0,6601.0,6162.0,4008.0,4936.0,5923.0
MOBDtex: mobd_e <=> mobd_p,MOBDtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGK_HDE_PALM: 12dgr1619Z160_c + atp_c --> adp_c + h_c + pa1619Z160_c,DAGK_HDE_PALM,8090.0,8870.0,7496.0,7537.0,6601.0,6162.0,4008.0,4936.0,5923.0
DAGK161: 12dgr161_c + atp_c --> adp_c + h_c + pa161_c,DAGK161,8090.0,8870.0,7496.0,7537.0,6601.0,6162.0,4008.0,4936.0,5923.0
NH4tex: nh4_e <=> nh4_p,NH4tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQDGS_PALM_PALM: 12dgr160_c + udpsq_c --> h_c + sqdg160_c + udp_c,SQDGS_PALM_PALM,46239.0,44151.0,38347.0,54644.0,42614.0,46792.0,21079.0,36482.0,34994.0
SO4tex: so4_e <=> so4_p,SO4tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQDGS_HDE_PALM: 12dgr1619Z160_c + udpsq_c --> h_c + sqdg1619Z160_c + udp_c,SQDGS_HDE_PALM,46239.0,44151.0,38347.0,54644.0,42614.0,46792.0,21079.0,36482.0,34994.0
PGPS_OLE_PALM: cdp12dgr1819Z160_c + glyc3p_c --> cmp_c + h_c + pgp1819Z160_c,PGPS_OLE_PALM,926.0,1047.0,842.0,868.0,899.0,722.0,454.0,632.0,706.0
DGDGS_HDE_PALM: mgdg1619Z160_c + udpgal_c --> dgdg1619Z160_c + h_c + udp_c,DGDGS_HDE_PALM,10405.0,11468.0,8972.0,11379.0,11037.0,9610.0,5119.0,9607.0,7667.0
PTRCtex: ptrc_e <=> ptrc_p,PTRCtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGDGS_HDE_HDE: mgdg161_c + udpgal_c --> dgdg161_c + h_c + udp_c,DGDGS_HDE_HDE,10405.0,11468.0,8972.0,11379.0,11037.0,9610.0,5119.0,9607.0,7667.0
NO3tex: no3_e <=> no3_p,NO3tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGDGS_OLE_HDE: mgdg1819Z1619Z_c + udpgal_c --> dgdg1819Z1619Z_c + h_c + udp_c,DGDGS_OLE_HDE,10405.0,11468.0,8972.0,11379.0,11037.0,9610.0,5119.0,9607.0,7667.0
DGDGS_OLE_PALM: mgdg1819Z160_c + udpgal_c --> dgdg1819Z160Z_c + h_c + udp_c,DGDGS_OLE_PALM,10405.0,11468.0,8972.0,11379.0,11037.0,9610.0,5119.0,9607.0,7667.0
CDPDAGS_OLE_PALM: ctp_c + h_c + pa1819Z160_c --> cdp12dgr1819Z160_c + ppi_c,CDPDAGS_OLE_PALM,7868.0,8053.0,8010.0,8034.0,6743.0,7428.0,4470.0,4504.0,4592.0
GLNTRS: atp_c + gln__L_c + trnagln_c --> amp_c + glntrna_c + ppi_c,GLNTRS,4817.0,5212.0,4466.0,4560.0,4335.0,4082.0,2952.0,3631.0,3459.0
METTRS: atp_c + met__L_c + trnamet_c --> amp_c + mettrna_c + ppi_c,METTRS,17186.0,18705.0,16771.0,19289.0,16698.0,19185.0,9835.0,14265.0,15771.0
SERTRS: atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c,SERTRS,6859.0,7915.0,6400.0,7392.0,6950.0,7515.0,4390.0,6239.0,5883.0
NAtex: na1_e <=> na1_p,NAtex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PROTRS: atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c,PROTRS,7261.0,8590.0,6557.0,6126.0,5904.0,5260.0,3484.0,4346.0,4538.0
GLYTRS: atp_c + gly_c + trnagly_c --> amp_c + glytrna_c + ppi_c,GLYTRS,2646.0,3324.0,2358.0,2668.0,2395.0,2318.0,1382.0,1845.0,1780.0
CYSTRS: atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c,CYSTRS,9562.0,10851.0,10205.0,8630.0,7621.0,9158.0,7764.0,4992.0,4769.0
CA2tex: ca2_e <=> ca2_p,CA2tex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGTRS: arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c,ARGTRS,6096.0,6344.0,5194.0,5328.0,4809.0,4711.0,3046.0,3546.0,3676.0
Ktex: k_e <=> k_p,Ktex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRPTRS: atp_c + trnatrp_c + trp__L_c --> amp_c + ppi_c + trptrna_c,TRPTRS,3834.0,4422.0,3260.0,3606.0,3588.0,3754.0,1650.0,3006.0,2608.0
HISTRS: atp_c + his__L_c + trnahis_c --> amp_c + histrna_c + ppi_c,HISTRS,6846.0,7658.0,5926.0,6662.0,6268.0,5665.0,2988.0,5267.0,4636.0
CO2tpp: co2_p <=> co2_c,CO2tpp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHETRS: atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c,PHETRS,8200.0,8867.0,6376.0,9796.0,7978.0,7126.0,4578.0,6872.0,7908.0
EX_pi_e: pi_e <=> ,EX_pi_e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNTRS: asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c,ASNTRS,6008.0,6558.0,5577.0,5686.0,5580.0,5683.0,2716.0,3882.0,3526.0
ASPTRS: asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c,ASPTRS,8959.0,9600.0,8096.0,6773.0,7274.0,7489.0,4084.0,5166.0,4149.0
UDPGLDC: h_c + udpglcur_c --> co2_c + udpxyl_c,UDPGLDC,8804.0,9121.0,7573.0,8467.0,7531.0,8106.0,3942.0,5590.0,4805.0
PItex: pi_e <=> pi_p,PItex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGTi: ala__L_c + glx_c --> gly_c + pyr_c,AGTi,13731.0,14420.0,11704.0,10430.0,9779.0,9555.0,10179.0,6355.0,5902.0
DBTS: atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c,DBTS,1426.0,1462.0,1374.0,1647.0,1194.0,1324.0,840.0,918.0,1163.0
THRTRS: atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c,THRTRS,20088.0,20067.0,18554.0,18096.0,17198.0,17611.0,9397.0,12961.0,12764.0
LEUTRS: atp_c + leu__L_c + trnaleu_c --> amp_c + leutrna_c + ppi_c,LEUTRS,27384.0,28490.0,25602.0,24927.0,22277.0,24246.0,14157.0,17603.0,18053.0
ILETRS: atp_c + ile__L_c + trnaile_c --> amp_c + iletrna_c + ppi_c,ILETRS,42756.0,44449.0,42039.0,46698.0,37952.0,44802.0,24933.0,30595.0,33101.0
CHLADMT_1: cholphya_c + 2.0 h_c --> mg2_c + phptna_c,CHLADMT_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYSTRS: atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c,LYSTRS,9381.0,9592.0,8090.0,8885.0,7308.0,7214.0,4821.0,6249.0,7079.0
AOXSr2: ala__L_c + pimACP_c <=> 8aonn_c + ACP_c + co2_c,AOXSr2,1470.0,1628.0,1354.0,1708.0,1294.0,1252.0,782.0,1168.0,1524.0
AMAOTr: 8aonn_c + amet_c <=> amob_c + dann_c,AMAOTr,3088.0,3232.0,2904.0,3274.0,2894.0,3090.0,1446.0,2144.0,2240.0
LIPOS2: 2.0 amet_c + 2.0 cys__L_c + 2.0 fdxrd_c + octapb_c --> 2.0 ala__L_c + 2.0 dad_5_c + 2.0 fdxox_c + lipopb_c + 2.0 met__L_c,LIPOS2,5465.0,5963.0,6475.0,7648.0,4802.0,6386.0,5374.0,3796.0,5549.0
ALATRS: ala__L_c + atp_c + trnaala_c --> alatrna_c + amp_c + ppi_c,ALATRS,25050.0,27906.0,24342.0,24622.0,23324.0,24393.0,14603.0,19469.0,18133.0
TRNFE: 2.0 fe3_c + nadh_c <=> 2.0 fe2_c + h_c + nad_c,TRNFE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VALTRS: atp_c + trnaval_c + val__L_c --> amp_c + ppi_c + valtrna_c,VALTRS,12487.0,11992.0,10503.0,11044.0,9998.0,9480.0,6165.0,7741.0,7181.0
FMETTRS: 10fthf_c + mettrna_c --> fmettrna_c + h_c + thf_c,FMETTRS,1963.0,2280.0,1812.0,2064.0,1870.0,1766.0,1052.0,1490.0,1632.0
BACCL: atp_c + btn_c + h_c --> btamp_c + ppi_c,BACCL,1325.0,1318.0,1052.0,1336.0,1304.0,1202.0,662.0,968.0,1046.0
BTNPL2: accp_c + btamp_c --> amp_c + btnCCP_c + h_c,BTNPL2,1325.0,1318.0,1052.0,1336.0,1304.0,1202.0,662.0,968.0,1046.0
LIPAMPL_1: lipamp_c --> amp_c + lipopb_c,LIPAMPL_1,9812.0,10487.0,9923.0,11768.0,9382.0,11647.0,5623.0,7284.0,6818.0
LIPOCT: h_c + ocACP_c --> ACP_c + octapb_c,LIPOCT,9546.0,10609.0,8220.0,9041.0,9128.0,8583.0,4492.0,7558.0,6372.0
LIPATPT_1: atp_c + h_c + lipoate_c --> lipamp_c + ppi_c,LIPATPT_1,9812.0,10487.0,9923.0,11768.0,9382.0,11647.0,5623.0,7284.0,6818.0
ZXANHX: h_c + nadph_c + o2_c + zeax_c --> calxan_c + h2o_c + nadp_c,ZXANHX,8270.0,8292.0,8013.0,8669.0,7052.0,9451.0,5373.0,5050.0,6302.0
